14.295	26.57	66.9
0	32	70
8	32	70
2.25	29.5	65
7.6275	28.991667	63.983333
5.45	30.5	67
9.815	30.45	66.9
0	24	70
2.6424395	23.983955	64.127912
1.2149029	21.727198	67.300216
1.2214685	26.24223	67.285626
0	16	80
0	16	75
16	16	80
8	16	80
16	16	75
11.425926	16	75.011574
4.5709877	16	75.001929
16	32	80
16	24	80
16	32	75
16	27.425926	75.011574
16	20.570988	75.001929
0	32	80
8	32	80
0	32	75
11.425926	32	75.011574
4.5709877	32	75.001929
0	24	80
0	27.425926	75.011574
0	20.570988	75.001929
5.7755556	21.775556	80
11.220519	20.820519	80
4.8205185	27.220519	80
10.327037	26.327037	80
0	0	42
15	0	42
7.5	0	42
11.25	1.5	42
3.75	1.5	42
15	47.5	42
0	47.5	42
7.5	47.5	42
11.25	46	42
3.75	46	42
15	0	48
0	0	48
7.5	0	48
3.75	0	45
11.25	0	45
0	18	52
0	6	49.333333
0	12	50.666667
15	18	52
7.5	18	52
15	6	49.333333
15	12	50.666667
7.5	9	50
5.01	3.744	48.832
10.05	3.72	48.826667
5.01	14.256	51.168
10.05	14.28	51.173333
15	30	52
15	24	52
0	30	52
7.5	30	52
0	24	52
15	47.5	48
15	35.833333	50.666667
15	41.666667	49.333333
0	47.5	48
7.5	47.5	48
0	35.833333	50.666667
0	41.666667	49.333333
7.5	38.75	50
5.01	33.64	51.168
10.05	33.616667	51.173333
5.01	43.86	48.832
10.05	43.883333	48.826667
3.75	47.5	45
11.25	47.5	45
0	1.875	45.166667
0	45.645833	45.166667
15	1.875	45.166667
15	45.645833	45.166667
12.930126	29.153685	70.759537
7.9992342	26.665945	69.999992
12.631844	23.266443	73.294945
12.95319	19.187347	70.825653
7.9992342	21.333755	69.999992
6.5262704	25.226807	76.623718
7.9992342	23.749231	60.999233
7.668663	24.047514	64.055862
5.5668454	24.871635	67.19091
9.9426851	23.490925	67.095581
3.9877913	27.986692	69.999992
3.9877913	20.013008	69.999992
